Dropout Rate,Final Train Acc,Final Val Acc,Train-Val Gap,Avg Epoch Time
0.0,98.46875,92.36666666666666,6.10208333333334,24.437210369110108
0.2,97.44166666666666,92.46666666666667,4.974999999999994,24.611720871925353
0.3,96.75625,92.175,4.581249999999997,24.674266934394836
0.5,95.05416666666666,92.29166666666667,2.7624999999999886,25.270440554618837
